Country,launched_at,Categories,Prct_goal
USA,13/2/28,art,0
USA,15/7/26,technology,365
USA,11/4/24,music,104.39
USA,14/7/28,photography,0.05
USA,14/1/17,art,2.93
USA,13/1/07,technology,518.1
USA,13/10/23,music,8.75
USA,17/7/14,photography,5.64
USA,17/7/10,comics,34.92
USA,14/8/26,music,108.63
USA,13/7/22,film and video,147.05
USA,15/3/20,technology,443.33
USA,12/5/24,music,14.25
USA,13/4/26,publishing,107.51
USA,16/5/13,photography,253.29
USA,12/10/27,music,11.32
USA,14/11/11,film and video,2.28
USA,17/5/30,art,6.73
USA,16/10/04,dance,26.62
USA,13/1/09,music,108.58
USA,13/12/05,publishing,152.56
USA,17/3/23,publishing,112.7
USA,17/9/03,photography,135.33
USA,12/5/23,music,100.7
USA,16/9/12,publishing,34.2
USA,13/4/24,art,11.9
USA,14/2/01,art,100.56
USA,14/9/13,technology,0
USA,12/5/01,publishing,29.24
USA,16/1/12,art,0.01
USA,15/7/16,technology,4.9
USA,11/5/02,art,101.02
USA,17/2/28,food,184
USA,17/1/24,art,0
USA,16/9/17,technology,0
USA,16/10/17,publishing,100.63
USA,13/8/22,games,493.62
USA,14/7/12,photography,2.02
USA,15/7/10,film and video,0.72
USA,17/2/01,publishing,164.85
USA,14/9/08,technology,351.02
USA,14/7/03,technology,36.98
USA,12/9/28,publishing,2.8
USA,16/8/17,design,29.01
USA,17/5/10,food,100
USA,17/4/05,technology,5.87
USA,16/2/03,technology,8.92
USA,14/6/13,art,115.08
USA,15/5/06,publishing,0
USA,17/1/28,food,10
USA,13/6/19,publishing,306.4
USA,17/5/01,music,6.5
USA,13/11/19,music,146.91
USA,14/8/27,publishing,16.75
USA,15/3/11,music,161.4
USA,12/2/01,music,103.14
USA,13/2/08,music,424.81
USA,17/9/05,publishing,0
USA,15/6/14,music,102.82
USA,14/11/30,photography,4.5
USA,15/7/28,games,37.36
USA,15/10/19,design,117.2
USA,16/11/06,film and video,0.33
USA,16/8/22,technology,0.18
USA,17/9/13,design,4.38
USA,14/9/18,publishing,100.9
USA,15/6/25,art,33.1
USA,13/12/30,film and video,257.32
USA,14/4/14,music,134
USA,15/8/26,art,2.57
USA,17/4/04,technology,20.44
USA,14/11/03,publishing,12.7
USA,13/12/23,technology,1.77
USA,15/9/30,photography,122.23
USA,14/1/08,publishing,113.35
USA,14/12/31,art,106
USA,16/4/06,technology,0.09
USA,15/11/25,publishing,7.51
USA,12/5/10,music,130.3
USA,17/7/11,games,65
USA,14/7/22,music,123.43
USA,17/1/07,music,100
USA,14/7/23,theater,1.25
USA,16/11/29,film and video,32.2
USA,16/8/31,art,18.67
USA,11/5/03,art,101.6
USA,15/6/18,music,0.01
USA,14/1/16,publishing,0.77
USA,16/5/03,technology,137.01
USA,16/7/11,film and video,0.03
USA,11/6/11,film and video,106.25
USA,14/10/05,music,110.42
USA,13/1/31,art,0
USA,12/1/26,publishing,109.34
USA,17/3/07,art,202.83
USA,17/8/30,games,0.7
USA,16/9/15,music,0.04
USA,16/10/11,technology,381
USA,15/1/19,technology,0
USA,17/3/20,food,0
USA,17/5/09,design,146.7
USA,16/3/18,music,0.04
USA,14/9/30,technology,7.61
USA,16/10/24,food,0.01
USA,15/12/07,music,1
USA,15/1/26,theater,19.93
USA,15/10/12,comics,120
USA,14/4/09,music,1.7
USA,15/4/09,publishing,29.66
USA,11/9/01,art,13.25
USA,14/8/05,technology,0.76
USA,17/2/25,publishing,109.43
USA,15/5/17,technology,4.04
USA,15/7/12,games,120.33
USA,15/11/11,music,41.82
USA,14/6/25,music,104
USA,14/12/09,publishing,38.38
USA,16/6/01,games,378.04
USA,12/10/01,music,100.8
USA,17/4/20,technology,0.14
USA,12/1/12,publishing,105.67
USA,16/3/15,technology,1.62
USA,15/5/19,publishing,104.87
USA,16/7/31,technology,0.42
USA,16/7/30,technology,5.37
USA,12/5/08,music,100.71
USA,15/11/12,technology,0.17
USA,16/11/24,fashion,101.08
USA,17/6/21,film and video,39.85
USA,11/10/25,games,100
USA,17/1/24,theater,0
USA,13/4/18,music,5.75
USA,16/9/25,music,100.84
USA,13/6/21,music,3.4
USA,17/2/27,film and video,0.42
USA,17/8/30,design,30.04
USA,15/8/07,publishing,2.94
USA,15/10/14,publishing,35.29
USA,15/2/24,technology,106.06
USA,17/5/10,film and video,8.03
USA,15/4/08,music,0.09
USA,16/12/21,publishing,107.5
USA,15/7/31,music,100.06
USA,12/5/23,design,601
USA,17/2/27,food,0.11
USA,14/1/10,publishing,24
USA,12/5/07,art,160
USA,15/5/21,film and video,0
USA,13/4/03,art,0.37
USA,13/8/20,technology,18.2
USA,12/6/01,publishing,11
USA,13/2/13,music,100.57
USA,16/1/15,fashion,0
USA,17/8/07,design,0.21
USA,15/4/24,publishing,101.04
USA,11/4/24,film and video,103.81
USA,17/1/13,comics,101
USA,15/3/02,publishing,7.56
USA,11/9/05,music,110.53
USA,16/5/25,art,12.5
USA,17/2/13,publishing,131.32
USA,15/1/18,publishing,19.17
USA,16/12/01,photography,52.33
USA,16/7/05,publishing,151.84
USA,11/6/17,music,104.99
USA,16/1/19,art,127.77
USA,17/3/02,technology,4
USA,11/12/05,music,100
USA,10/12/15,music,52.5
USA,13/8/28,publishing,1.67
USA,17/5/24,games,3.45
USA,14/7/18,music,105.9
USA,15/9/20,music,101.72
USA,15/9/20,music,294.6
USA,17/4/04,publishing,49.56
USA,12/7/06,music,107.14
USA,17/9/01,fashion,0
USA,15/2/22,art,5.17
USA,16/12/16,art,0.24
USA,9/10/23,art,0
USA,14/9/05,food,0.17
USA,15/11/30,publishing,3.22
USA,16/2/25,music,180.39
USA,13/8/02,publishing,35.8
USA,13/7/02,music,47.35
USA,16/4/26,publishing,0
USA,12/11/06,publishing,0.43
USA,17/4/16,publishing,0.1
USA,15/10/23,games,0
USA,17/3/29,games,0.21
USA,17/3/30,food,102.19
USA,16/9/01,games,11.1
USA,13/2/20,publishing,0
USA,17/3/13,music,0
USA,14/7/17,technology,1
USA,15/6/07,publishing,107.83
USA,14/6/16,art,60
USA,16/3/22,music,0
USA,15/4/25,music,0.1
USA,15/3/23,art,0
USA,17/6/23,music,51.19
USA,16/12/19,music,50.22
USA,10/12/01,art,27
USA,14/8/12,food,1.88
USA,15/5/18,technology,0
USA,13/2/05,music,14.54
USA,15/1/05,photography,163.77
USA,16/8/30,design,16.29
USA,14/8/05,technology,204.74
USA,12/3/02,publishing,31.12
USA,17/9/03,technology,0
USA,15/3/04,technology,12.92
USA,13/8/20,music,102.01
USA,15/3/11,technology,27.88
USA,13/7/22,publishing,0.82
USA,17/5/16,games,164.6
USA,13/11/05,technology,1.4
USA,12/3/29,music,109.53
USA,12/7/10,publishing,102.25
USA,15/9/17,photography,61
USA,15/7/08,art,143.75
USA,17/3/14,design,0
USA,15/2/20,technology,9.02
USA,15/9/11,food,22.67
USA,13/3/01,film and video,107.5
USA,17/7/06,technology,175.73
USA,12/9/11,music,10.1
USA,12/12/07,music,135.4
USA,13/10/04,publishing,105.2
USA,17/3/26,film and video,101.67
USA,15/8/24,publishing,12.5
USA,17/3/02,games,789.6
USA,16/10/27,games,0
USA,16/12/20,technology,9.86
USA,16/11/16,photography,101.19
USA,15/5/01,publishing,11.4
USA,16/12/15,games,34.08
USA,16/3/14,music,154
USA,14/4/24,music,19
USA,16/1/29,music,0.12
USA,14/7/15,film and video,0.15
USA,16/10/07,games,363.2
USA,17/9/06,design,0.21
USA,15/5/20,music,206.33
USA,17/8/26,fashion,0
USA,16/6/21,design,156.57
USA,14/9/03,publishing,0
USA,17/9/04,publishing,3
USA,15/10/16,film and video,104.17
USA,12/5/02,music,4.4
USA,15/11/05,technology,0.21
USA,14/8/08,technology,0.05
USA,17/5/18,food,6.66
USA,17/2/15,technology,0
USA,15/9/16,food,0.75
USA,10/5/05,music,104.89
USA,16/6/01,publishing,0
USA,11/7/11,music,105.31
USA,12/2/13,music,103.6
USA,15/11/19,music,109.23
USA,13/1/01,music,0
USA,15/1/22,film and video,0.07
USA,17/2/01,music,201.2
USA,12/7/09,music,0
USA,15/8/27,food,0
USA,14/8/11,publishing,116
USA,13/10/30,technology,18.17
USA,16/9/10,technology,1.58
USA,12/12/22,publishing,0
USA,16/6/14,technology,0.05
USA,12/1/15,publishing,120.02
USA,16/10/26,food,7.47
USA,13/12/23,publishing,0.78
USA,16/2/05,music,275026
USA,12/10/19,music,111.37
USA,14/6/15,technology,0
USA,14/9/16,publishing,1.97
USA,17/2/24,music,0
USA,16/6/28,games,7.2
USA,10/10/21,publishing,23.2
USA,12/6/22,technology,0.04
USA,11/12/05,music,6.25
USA,14/7/22,technology,0.02
USA,15/3/24,technology,111
USA,13/8/23,music,124.55
USA,16/4/06,theater,0
USA,14/9/03,technology,1.28
USA,15/10/16,art,0
USA,14/7/31,art,0
USA,16/7/14,art,101.4
USA,17/2/01,food,28.22
USA,12/6/11,publishing,45.2
USA,14/7/21,art,102.5
USA,13/6/14,technology,15.2
USA,15/9/09,technology,0
USA,11/12/01,music,101.25
USA,10/1/18,music,109.8
USA,13/12/30,music,19.1
USA,16/9/21,photography,9.07
USA,14/7/24,technology,0.37
USA,11/11/06,film and video,172.25
USA,13/12/14,technology,0.32
USA,16/5/11,technology,0.02
USA,13/6/12,music,107.18
USA,12/7/24,publishing,14.72
USA,15/3/29,journalism,10
USA,17/2/25,design,0.09
USA,14/8/04,food,8.11
USA,17/3/18,art,0.54
USA,15/10/01,publishing,0
USA,15/2/08,art,100.43
USA,15/5/11,film and video,13.75
USA,12/11/12,music,120.03
USA,11/10/28,music,107.2
USA,16/11/15,music,117.47
USA,14/3/03,art,3.1
USA,14/3/24,publishing,100
USA,14/2/18,music,0
USA,12/8/09,music,107.13
USA,13/7/24,art,130
USA,14/10/07,technology,0.18
USA,16/9/12,games,0.1
USA,16/10/10,journalism,110.31
USA,15/11/30,journalism,0
USA,14/10/10,publishing,4.33
USA,13/8/01,music,150.45
USA,11/9/09,games,40.26
USA,16/9/12,technology,131.35
USA,16/2/20,publishing,24.62
USA,16/10/24,design,53.84
USA,15/6/23,music,0.21
USA,14/8/04,food,1.55
USA,16/2/11,music,106.37
USA,16/12/21,film and video,2.97
USA,15/4/09,publishing,14.5
USA,14/9/14,photography,131.09
USA,17/6/17,food,0.25
USA,14/8/04,publishing,0
USA,14/9/04,photography,0.03
USA,16/5/05,journalism,2.22
USA,16/7/13,food,11.04
USA,15/2/10,film and video,0.01
USA,16/10/28,art,100.04
USA,14/10/30,music,107.92
USA,16/11/30,publishing,0.56
USA,12/6/04,art,1.67
USA,13/8/01,music,104.5
USA,16/12/29,publishing,0.05
USA,13/11/14,games,235.61
USA,17/6/08,comics,123.44
USA,17/2/23,fashion,6.78
USA,12/12/27,music,139.4
USA,12/4/02,art,101.97
USA,13/4/10,publishing,1.7
USA,12/2/08,music,23.57
USA,14/6/09,food,8.3
USA,15/3/19,technology,0
USA,11/10/23,film and video,8.48
USA,15/5/06,film and video,0.06
USA,13/6/02,design,2042.83
USA,17/1/28,technology,2.42
USA,13/9/24,publishing,25
USA,14/6/09,games,21.5
USA,10/11/21,music,104.06
USA,10/10/20,music,113.4
USA,13/10/02,music,103.81
USA,15/1/16,publishing,9.53
USA,14/7/12,publishing,1.51
USA,14/10/21,music,129.83
USA,12/4/25,music,100.83
USA,12/2/27,publishing,8.56
USA,15/6/10,publishing,0
USA,16/9/13,publishing,15.16
USA,16/12/20,games,0.13
USA,14/10/09,art,0.67
USA,16/11/03,crafts,4.65
USA,14/9/16,publishing,20.71
USA,14/8/01,photography,105.71
USA,12/8/07,music,0.35
USA,15/10/21,theater,11.29
USA,16/9/14,publishing,231.9
USA,16/9/16,fashion,22.82
USA,14/7/21,art,0.25
USA,15/3/23,technology,0.38
USA,14/12/01,publishing,197.06
USA,12/7/05,music,0
USA,14/12/28,music,46.17
USA,16/11/28,food,107.37
USA,14/1/02,music,39.91
USA,14/12/19,technology,0.5
USA,9/7/10,technology,0
USA,13/10/07,publishing,7.36
USA,15/2/08,publishing,18.74
USA,16/11/23,food,0
USA,16/4/05,publishing,0.01
USA,16/12/12,film and video,1
USA,12/9/10,publishing,15.56
USA,11/7/27,music,115.6
USA,12/5/09,publishing,1.5
USA,15/9/14,music,119.35
USA,16/12/27,photography,5.5
USA,16/7/09,design,175.72
USA,12/6/08,music,117.63
USA,14/8/29,publishing,0.06
USA,12/7/13,publishing,50.23
USA,13/2/15,music,106.38
USA,13/10/21,publishing,137.5
USA,16/7/01,journalism,208.2
USA,15/9/23,publishing,0
USA,14/9/05,publishing,140.48
USA,17/2/26,games,2.49
USA,16/1/20,photography,14
USA,14/7/14,food,33.33
USA,15/12/07,technology,17.74
USA,12/4/26,music,113.53
USA,16/11/22,design,182
USA,12/3/04,music,101.93
USA,14/11/05,photography,166.33
USA,10/6/09,technology,114
USA,16/4/20,technology,0.23
USA,17/4/03,design,16.28
USA,16/12/03,dance,117.39
USA,14/10/09,photography,0.12
USA,12/7/07,publishing,0.56
USA,17/1/15,technology,0
USA,16/3/16,publishing,0.21
USA,17/1/14,music,3.03
USA,15/11/04,technology,103.43
USA,13/5/12,music,0
USA,14/12/15,publishing,130.67
USA,17/9/06,design,12.35
USA,14/2/18,publishing,100
USA,14/8/04,art,8.47
USA,16/5/06,art,8.51
USA,13/3/19,publishing,1.33
USA,14/6/22,photography,15.74
USA,16/9/16,publishing,4
USA,13/5/07,publishing,102.8
USA,14/9/26,theater,100.01
USA,13/8/21,music,21.33
USA,15/7/20,technology,10.2
USA,15/8/09,theater,16.67
USA,14/7/11,film and video,0
USA,12/2/18,publishing,12.24
USA,14/12/21,technology,0
USA,15/5/07,film and video,0
USA,17/5/12,music,0.14
USA,14/12/29,art,0.69
USA,13/8/30,music,182.6
USA,17/1/31,comics,158.27
USA,16/2/20,crafts,1.55
USA,11/5/03,music,117
USA,14/6/30,music,135.24
USA,15/3/25,publishing,0
USA,12/8/31,publishing,56
USA,16/3/04,music,0
USA,16/8/16,crafts,0.58
USA,17/2/28,comics,106.17
USA,12/3/07,film and video,138.8
USA,17/4/08,publishing,101.73
USA,14/5/05,music,179.67
USA,11/8/08,art,0.08
USA,17/1/15,technology,2
USA,9/9/14,music,10.75
USA,15/6/20,music,21.25
USA,17/4/29,technology,0.03
USA,17/8/07,journalism,0.08
USA,11/11/17,publishing,0.39
USA,13/5/03,publishing,0
USA,14/4/18,music,111.63
USA,12/11/29,music,15.5
USA,13/2/05,music,21.44
USA,15/3/06,music,108.89
USA,15/4/30,music,105.06
USA,15/2/17,music,3
USA,15/2/20,technology,0
USA,15/7/06,photography,2
USA,13/6/20,music,36.8
USA,17/3/31,food,1.74
USA,15/6/23,art,104.48
USA,12/1/06,publishing,108.8
USA,14/11/12,games,122.93
USA,16/11/08,publishing,32.7
USA,13/12/02,publishing,107.43
USA,17/1/16,technology,0.01
USA,14/12/05,film and video,21.5
USA,15/12/14,games,0.21
USA,17/4/27,technology,0.05
USA,16/7/18,art,4.57
USA,17/7/30,comics,130.07
USA,16/11/18,film and video,0
USA,15/3/05,art,42.7
USA,13/7/11,publishing,0
USA,16/5/30,art,141.48
USA,15/9/04,film and video,0.03
USA,14/7/26,publishing,1.25
USA,17/5/18,publishing,163.44
USA,13/4/15,publishing,109.89
USA,14/1/01,music,1.75
USA,17/4/19,publishing,1.12
USA,16/3/21,film and video,100
USA,17/2/01,games,25.73
USA,16/8/26,games,455.2
USA,16/6/15,technology,0.04
USA,16/8/09,music,0.33
USA,17/3/06,design,90.7
USA,12/11/14,publishing,0.42
USA,16/8/01,design,11.8
USA,17/8/02,publishing,12.62
USA,17/3/27,food,0
USA,15/9/15,publishing,3.44
USA,17/5/17,music,0.4
USA,13/7/26,publishing,548.1
USA,15/10/10,publishing,104.74
USA,17/8/15,technology,67.27
USA,15/10/18,theater,1.2
USA,16/8/21,food,3.28
USA,16/11/11,food,0.5
USA,16/3/11,music,0.1
USA,15/8/17,food,104.55
USA,10/11/16,music,9.5
USA,16/4/10,music,0
USA,17/7/24,fashion,22.19
USA,14/8/10,publishing,0.02
USA,16/6/30,fashion,0
USA,16/9/01,publishing,100.96
USA,14/2/11,music,123.33
USA,12/3/26,publishing,0
USA,15/3/17,publishing,8.88
USA,16/1/26,music,437.58
USA,14/7/14,food,103.46
USA,13/9/03,games,110.6
USA,16/12/20,technology,0
USA,13/11/10,technology,106.33
USA,12/3/09,music,9
USA,11/12/09,music,14.4
USA,15/6/16,photography,10.19
USA,14/12/26,music,11
USA,15/3/18,publishing,561.43
USA,13/7/17,publishing,100
USA,17/9/06,technology,18.73
USA,13/8/31,publishing,126.65
USA,12/8/03,film and video,267.12
USA,16/11/16,film and video,62.68
USA,11/12/31,music,4.76
USA,17/1/14,games,17
USA,16/10/10,games,176.17
USA,15/2/08,technology,133.71
USA,17/1/16,publishing,129.55
USA,13/11/25,music,113.33
USA,17/1/17,technology,0.75
USA,15/9/17,technology,0.01
USA,12/11/28,film and video,14.84
USA,17/9/11,comics,30.69
USA,16/7/10,publishing,135.5
USA,13/9/11,music,32.53
USA,15/6/08,technology,2.24
USA,14/11/24,music,14.78
USA,14/4/29,food,9.37
USA,16/1/26,theater,103.52
USA,17/1/30,art,144
USA,14/12/19,film and video,0
USA,13/7/28,music,42.5
USA,16/9/15,games,4577
USA,17/5/31,design,163.11
USA,13/5/03,art,186.13
USA,14/2/28,music,5.64
USA,13/2/19,film and video,100.76
USA,11/5/17,art,0.5
USA,15/5/31,film and video,21.87
USA,15/7/21,photography,0.42
USA,14/3/04,music,104.12
USA,17/2/13,publishing,0
USA,12/11/24,music,1
USA,17/3/20,technology,154.45
USA,17/6/19,crafts,25.58
USA,17/4/13,fashion,100.75
USA,16/8/29,film and video,0
USA,17/1/13,comics,136.47
USA,17/4/19,photography,5
USA,15/12/10,technology,0
USA,16/1/04,publishing,0
USA,15/11/10,technology,6.81
USA,16/10/10,art,0
USA,17/7/31,food,0
USA,15/2/05,publishing,102.2
USA,14/11/20,design,118.87
USA,13/1/24,publishing,16.35
USA,12/4/26,music,118.33
USA,13/5/31,music,12.5
USA,13/9/13,music,154.92
USA,11/5/02,art,103.33
USA,12/3/27,music,113.59
USA,16/11/21,fashion,0
USA,11/3/08,publishing,107.23
USA,17/8/26,film and video,0
USA,13/1/10,film and video,116.39
USA,15/9/03,film and video,0
USA,12/8/01,music,0.28
USA,11/5/14,publishing,104.4
USA,13/7/24,music,115.42
USA,15/8/31,crafts,2.38
USA,14/10/21,design,106.27
USA,11/5/04,music,105.74
USA,14/12/16,music,0.2
USA,15/4/26,film and video,4.18
USA,16/1/25,fashion,106.6
USA,16/3/21,art,31.5
USA,15/10/08,music,0.11
USA,16/4/15,technology,0.19
USA,14/7/06,music,119.48
USA,11/11/02,music,274
USA,11/11/21,music,107
USA,11/5/17,art,100.51
USA,16/4/06,music,10.7
USA,12/2/28,music,185.17
USA,17/4/16,technology,0.01
USA,14/7/21,film and video,0
USA,14/5/19,photography,3.49
USA,15/6/04,photography,0
USA,14/7/18,publishing,37.65
USA,14/7/22,technology,0.6
USA,14/7/09,games,5.4
USA,12/2/25,publishing,14.88
USA,17/5/31,games,125.01
USA,13/11/25,music,6.67
USA,14/12/08,food,102.26
USA,14/9/24,food,0.04
USA,14/10/03,publishing,0
USA,13/8/10,publishing,5
USA,15/2/18,music,0.01
USA,14/6/06,photography,0.19
USA,13/5/31,music,105.2
USA,12/7/06,film and video,106.01
USA,14/10/04,music,0
USA,13/11/29,music,152.42
USA,13/2/07,music,129.17
USA,15/1/13,technology,0.01
USA,12/1/19,technology,1.6
USA,14/10/29,art,117
USA,12/5/29,music,187.24
USA,16/9/05,art,113.8
USA,17/3/16,fashion,0.07
USA,16/2/08,technology,0
USA,15/6/10,technology,0
USA,15/6/05,music,0
USA,16/11/04,music,2.4
USA,12/3/05,music,185.12
USA,11/11/11,music,25
USA,15/1/20,music,0
USA,16/2/17,art,127.45
USA,16/11/15,publishing,104.21
USA,11/8/25,music,11.85
USA,15/10/22,music,0
USA,14/6/17,music,152.08
USA,16/9/26,film and video,0.27
USA,13/10/22,music,100.08
USA,10/7/13,film and video,3.2
USA,17/8/26,music,0
USA,15/6/20,art,0
USA,15/5/01,film and video,0
USA,12/10/31,music,111.4
USA,14/3/29,music,119.52
USA,11/2/16,art,5.64
USA,14/10/16,art,0
USA,16/6/28,art,0.12
USA,12/6/18,music,258.96
USA,17/7/31,music,117.52
USA,16/6/29,technology,3.44
USA,12/6/07,music,126.67
USA,14/5/29,games,1.88
USA,17/1/30,photography,0
USA,15/6/17,publishing,0
USA,14/10/30,publishing,115.26
USA,14/9/04,publishing,167
USA,16/2/10,technology,0.2
USA,11/5/05,music,0
USA,12/6/08,music,102.86
USA,13/5/19,music,38.25
USA,14/3/07,publishing,20.26
USA,15/6/21,music,0
USA,13/5/24,music,0
USA,16/3/08,games,0.26
USA,14/7/31,art,8.75
USA,15/4/03,film and video,100
USA,11/12/12,art,100.59
USA,15/11/30,music,128.64
USA,15/5/09,art,3.7
USA,14/4/18,music,50.4
USA,15/6/25,photography,0
USA,15/12/16,technology,0
USA,15/3/24,photography,0
USA,16/10/13,games,363.33
USA,12/3/06,art,0.02
USA,15/2/10,games,101.49
USA,11/11/28,music,0
USA,15/6/11,technology,5.38
USA,12/11/15,music,517.67
USA,12/1/31,music,103.17
USA,9/11/24,art,1.00E+06
USA,15/4/22,music,0.04
USA,17/6/26,technology,0.04
USA,15/3/21,art,107.8
USA,14/12/05,art,0.08
USA,12/9/06,music,104.33
USA,13/3/05,music,319.79
USA,15/11/23,publishing,0
USA,9/10/06,art,14400
USA,16/10/08,music,0
USA,12/10/24,music,117.5
USA,14/6/04,publishing,4.44
USA,14/7/29,theater,0
USA,13/10/03,art,0.09
USA,14/9/17,film and video,0
USA,15/1/14,publishing,116.01
USA,16/10/06,technology,14.99
USA,11/12/13,publishing,148.91
USA,13/7/11,music,22.08
USA,12/11/10,publishing,1.05
USA,13/2/20,music,2.25
USA,16/6/13,publishing,4.75
USA,17/9/14,technology,0
USA,16/3/03,technology,2.75
USA,14/9/09,publishing,223.86
USA,16/9/16,design,0.21
USA,16/8/03,music,67.28
USA,15/4/30,technology,0
USA,14/11/30,publishing,8.54
USA,12/7/18,music,113.33
USA,13/4/05,publishing,0.46
USA,13/9/06,art,0
USA,14/11/16,photography,111.76
USA,16/3/24,theater,0
USA,12/10/31,music,303.68
USA,17/3/08,film and video,0
USA,12/1/06,music,137.5
USA,14/8/22,publishing,100.01
USA,15/7/19,technology,1.8
USA,15/6/29,publishing,0
USA,14/6/24,theater,6.22
USA,12/8/22,publishing,110
USA,15/4/06,photography,109
USA,16/12/12,design,1.61
USA,13/10/17,music,135
USA,13/12/05,music,111.33
USA,12/5/12,art,0.4
USA,12/1/16,music,2.33
USA,13/4/02,music,128.33
USA,14/4/19,art,0.3
USA,16/10/31,technology,39.87
USA,14/8/28,technology,377.58
USA,12/6/21,publishing,47
USA,15/5/04,photography,0.04
USA,13/6/17,publishing,0
USA,13/7/11,music,158.17
USA,17/5/08,crafts,13
USA,14/3/25,publishing,1.3
USA,16/9/25,comics,0.3
USA,16/8/23,fashion,12.9
USA,12/4/13,art,6
USA,16/3/04,art,129
USA,12/3/22,publishing,174
USA,17/3/12,design,2.03
USA,17/6/19,design,121.58
USA,17/3/20,photography,13.48
USA,16/10/12,games,0.02
USA,15/5/31,music,101.85
USA,10/12/15,music,105.76
USA,16/11/10,music,0.01
USA,10/2/21,games,355.8
USA,11/9/19,publishing,180.47
USA,16/10/17,journalism,0
USA,14/8/11,food,0
USA,13/9/24,design,159.03
USA,13/2/19,publishing,0
USA,12/3/19,music,140.83
USA,16/1/19,music,0
USA,11/2/06,music,1.21
USA,14/12/10,design,136.99
USA,16/11/30,design,1.5
USA,15/6/29,art,56.4
USA,15/7/21,games,177.63
USA,11/11/21,music,0
USA,12/3/14,publishing,0.3
USA,14/7/24,publishing,0.06
USA,17/2/21,games,0
USA,17/6/14,music,102.7
USA,12/10/17,publishing,245.28
USA,12/1/23,publishing,0.05
USA,17/3/31,food,128.65
USA,11/3/11,art,103.67
USA,12/3/09,music,238.5
USA,17/4/24,games,51
USA,15/9/11,journalism,0.33
USA,15/3/03,technology,2.09
USA,12/4/04,music,122.67
USA,16/7/26,design,12.08
USA,16/2/18,film and video,0.33
USA,14/6/30,music,0.1
USA,17/6/20,music,0
USA,16/3/19,technology,8.7
USA,17/7/06,publishing,0.4
USA,14/7/03,music,120.64
USA,11/5/16,film and video,101.64
USA,12/9/14,music,101.1
USA,16/1/05,games,109.53
USA,12/5/15,publishing,28
USA,11/8/29,technology,104.03
USA,17/5/03,publishing,0.2
USA,15/5/30,food,0
USA,11/4/20,music,193
USA,15/4/27,food,21.74
USA,12/8/22,music,127.87
USA,12/2/21,music,103.33
USA,11/12/01,art,107.1
USA,13/4/23,music,126.25
USA,12/6/29,publishing,10.62
USA,12/9/26,music,100.2
USA,13/7/02,music,147.56
USA,17/7/18,games,32.76
USA,12/3/13,art,0
USA,16/9/15,fashion,3.45
USA,16/1/09,art,17.28
USA,15/10/17,film and video,18.33
USA,12/5/02,music,121.46
USA,16/6/30,film and video,2.38
USA,12/3/17,music,166.67
USA,11/6/01,publishing,558.58
USA,13/1/16,photography,210
USA,16/4/26,music,0
USA,12/11/05,film and video,102.29
USA,17/5/31,crafts,0.2
USA,17/8/12,games,11.53
USA,16/2/17,art,157
USA,11/10/28,music,0.6
USA,14/12/03,publishing,0.12
USA,13/9/25,photography,141.3
USA,13/9/25,art,115.8
USA,17/3/13,dance,107.17
USA,12/11/06,art,205.86
USA,16/5/31,technology,0.01
USA,16/11/21,fashion,1.5
USA,11/11/14,music,102.53
USA,16/5/12,fashion,102.42
USA,14/5/23,music,106.67
USA,15/8/05,technology,0
USA,12/7/21,music,3.5
USA,12/2/26,music,100
USA,10/1/12,music,106.87
USA,12/7/11,music,193.5
USA,11/9/19,art,0
USA,17/2/21,fashion,8
USA,15/9/17,photography,2.67
USA,13/3/20,music,186.67
USA,12/5/02,music,268.33
USA,14/7/08,music,7
USA,12/9/18,publishing,101.54
USA,12/9/14,publishing,135.55
USA,16/7/07,fashion,0
USA,16/7/05,technology,0
USA,12/5/01,publishing,1
USA,11/10/20,publishing,0
USA,16/8/04,film and video,0
USA,15/10/19,publishing,106.97
USA,11/8/05,music,108
USA,12/7/06,music,103.56
USA,11/12/26,music,21.9
USA,16/10/05,film and video,111.5
USA,15/2/09,music,0.02
USA,14/10/01,publishing,25.25
USA,16/10/21,art,0
USA,17/2/26,film and video,0.96
USA,12/6/07,publishing,310.87
USA,13/11/13,music,108
USA,11/12/22,technology,0.35
USA,9/12/15,music,6.52
USA,13/2/28,music,0
USA,14/5/16,art,0.11
USA,12/2/01,music,56.51
USA,16/11/20,design,4.33
USA,16/4/12,music,29.9
USA,13/8/02,music,0
USA,15/6/04,film and video,210.81
USA,16/12/23,technology,96.63
USA,13/3/15,technology,47.01
USA,16/9/15,fashion,0.01
USA,15/1/22,music,0
USA,16/1/19,music,0
USA,14/1/03,film and video,107.2
USA,14/11/08,music,0.05
USA,13/5/20,music,0
USA,16/10/31,comics,347.93
USA,12/1/17,music,102.32
USA,11/12/12,art,0
USA,15/4/09,technology,0
USA,12/8/01,art,38.46
USA,17/1/27,music,103.87
USA,13/6/20,publishing,2.42
USA,15/12/28,film and video,0.15
USA,12/2/01,music,25.7
USA,10/12/29,publishing,5
USA,16/9/13,games,0.88
USA,14/4/23,art,0.1
USA,16/4/20,photography,0
USA,13/9/25,music,115.83
USA,11/12/26,music,0
USA,12/5/24,music,100
USA,15/5/07,art,0
USA,16/3/01,technology,0.17
USA,13/5/04,music,0
USA,13/8/16,games,26.01
USA,13/3/19,music,140.42
