Country,launched_at,Categories,Prct_goal
USA,17/6/11,fashion,0.02
USA,12/4/13,publishing,120.9
USA,13/3/19,publishing,2.08
USA,14/4/18,technology,7.12
USA,16/11/29,food,100.79
USA,17/3/20,photography,0.4
USA,15/7/10,film and video,0.12
USA,12/8/13,art,0
USA,15/5/18,food,3
USA,13/9/17,publishing,128.75
USA,13/6/07,music,112.05
USA,15/9/17,art,11.96
USA,17/6/06,crafts,417.07
USA,16/10/17,publishing,105.95
USA,16/1/08,music,105.18
USA,15/11/17,technology,115.52
USA,15/5/07,technology,114.15
USA,11/5/12,publishing,1.1
USA,13/12/11,art,65.16
USA,14/7/25,film and video,66.67
USA,14/1/23,music,102.25
USA,17/8/22,design,554.27
USA,17/3/13,technology,9.34
USA,12/1/30,games,112.31
USA,17/7/25,film and video,101.21
USA,17/4/15,games,17.26
USA,13/4/23,music,110.7
USA,15/12/31,publishing,24.44
USA,14/5/20,film and video,460.08
USA,16/8/22,technology,0
USA,17/1/02,film and video,0.83
USA,13/11/05,publishing,123.91
USA,13/1/18,publishing,2.5
USA,16/6/23,music,3.01
USA,13/6/13,games,482.28
USA,14/8/15,film and video,11
USA,14/8/04,publishing,0.18
USA,13/12/02,art,104.53
USA,17/4/04,technology,35.62
USA,13/3/28,publishing,230
USA,16/10/05,games,1149.6
USA,17/5/15,games,58.96
USA,16/8/08,design,549.29
USA,16/5/17,publishing,46.7
USA,17/7/01,film and video,47.88
USA,17/5/07,design,63.05
USA,15/2/21,music,0
USA,16/7/11,fashion,109.47
USA,17/3/17,games,754.67
USA,14/7/01,technology,0.68
USA,17/3/20,technology,0.02
USA,16/12/29,crafts,115
USA,11/2/21,art,24.6
USA,17/4/18,design,36.2
USA,12/4/06,music,132
USA,17/3/01,games,162.46
USA,13/9/27,music,18.12
USA,11/8/22,music,0.36
USA,14/4/30,theater,107
USA,16/6/22,technology,240.07
USA,16/7/19,games,197.54
USA,15/4/10,games,220.6
USA,17/1/31,comics,5.44
USA,14/11/18,publishing,6.56
USA,17/3/12,comics,111.98
USA,17/5/08,games,31
USA,16/3/29,music,0.4
USA,17/3/16,games,1452.83
USA,13/5/10,publishing,27.33
USA,15/9/09,music,0
USA,15/1/26,technology,7.87
USA,16/7/20,games,1935.67
USA,14/4/07,art,100
USA,16/4/04,technology,121.2
USA,15/5/16,music,103.25
USA,15/11/10,technology,131.15
USA,16/9/22,fashion,2504.2
USA,17/4/22,art,1.68
USA,15/5/11,music,102.08
USA,14/1/31,art,16
USA,17/1/28,food,0.02
USA,16/6/16,games,35
USA,17/4/17,design,7.18
USA,15/2/13,publishing,101.15
USA,12/9/11,art,2.5
USA,17/6/28,fashion,151.57
USA,17/5/24,theater,100.92
USA,17/1/10,games,489.28
USA,16/7/08,publishing,0
USA,17/3/20,publishing,50.07
USA,16/7/01,fashion,193.8
USA,17/5/15,film and video,102.66
USA,14/11/24,fashion,101.57
USA,12/8/01,design,428.85
USA,15/8/28,film and video,1.16
USA,14/8/06,film and video,41.32
USA,16/11/08,music,12.55
USA,16/4/19,technology,486.22
USA,16/8/16,design,258.85
USA,14/11/01,publishing,108.69
USA,15/2/19,publishing,0
USA,14/8/15,film and video,0
USA,17/4/24,fashion,5.15
USA,13/8/03,film and video,101
USA,14/12/24,music,20
USA,15/6/04,technology,0.12
USA,13/9/12,publishing,20.65
USA,10/10/05,music,5.5
USA,16/11/20,technology,9.44
USA,13/5/24,film and video,3.73
USA,16/10/24,journalism,0
USA,17/9/04,design,2.49
USA,15/7/25,food,15.62
USA,13/7/10,publishing,20.1
USA,16/11/24,film and video,0.07
USA,15/2/11,publishing,112.62
USA,15/3/02,music,114.65
USA,15/4/30,music,0
USA,13/10/21,music,1.05
USA,15/10/09,art,33.6
USA,12/2/09,music,0.29
USA,14/10/07,publishing,36.37
USA,17/4/01,food,102.72
USA,16/12/16,music,0
USA,17/9/02,technology,226.1
USA,15/6/29,technology,5826.34
USA,15/7/22,technology,116.44
USA,13/2/13,publishing,0.64
USA,16/8/27,games,0.35
USA,14/8/10,music,2.24
USA,14/9/04,music,102.53
USA,12/8/14,music,21.23
USA,14/9/26,games,1.81
USA,17/4/03,technology,0.25
USA,13/4/26,art,1.18
USA,11/1/18,film and video,2.38
USA,17/3/26,games,103.11
USA,17/1/18,film and video,3.28
USA,16/10/30,comics,21.14
USA,12/11/19,publishing,107
USA,13/10/22,technology,241.29
USA,16/10/04,publishing,0.02
USA,15/9/02,music,107.17
USA,12/6/18,publishing,0.48
USA,15/10/24,technology,0
USA,15/2/24,art,105
USA,12/8/20,music,100.3
USA,12/1/06,music,32.66
USA,12/1/26,music,105.42
USA,17/8/16,film and video,0
USA,15/3/16,technology,0.25
USA,16/8/01,fashion,0
USA,16/5/25,technology,0
USA,13/1/30,music,100
USA,11/3/25,art,2
USA,11/4/13,music,4.13
USA,14/7/21,technology,0
USA,13/9/03,publishing,0
USA,14/8/21,publishing,4.66
USA,13/11/27,music,100.06
USA,10/10/20,technology,76.86
USA,16/5/03,music,0
USA,12/9/22,music,1
USA,10/7/15,music,2.8
USA,16/9/20,design,87.32
USA,16/1/04,film and video,102.1
USA,14/9/08,technology,0.35
USA,17/3/24,publishing,72.98
USA,13/9/12,music,5.84
USA,12/5/30,publishing,0.09
USA,13/3/24,games,161.01
USA,15/3/19,publishing,28
USA,17/3/05,publishing,0
USA,16/7/12,fashion,0
USA,15/2/06,technology,0
USA,17/6/27,technology,1
USA,15/11/02,music,0
USA,14/11/21,art,2.4
USA,16/3/22,technology,5.51
USA,12/12/28,publishing,132.95
USA,16/8/26,games,0
USA,17/3/21,fashion,0
USA,15/1/15,music,110.77
USA,14/10/02,technology,0
USA,15/3/09,publishing,5
USA,15/10/12,photography,0
USA,16/12/09,theater,0
USA,17/8/21,fashion,22.8
USA,17/5/10,music,59.3
USA,15/5/04,film and video,0.1
USA,12/1/01,music,1.25
USA,16/8/11,food,105.2
USA,14/3/15,technology,0.72
USA,17/2/24,publishing,0.34
USA,15/6/16,games,0.14
USA,14/9/18,music,116.67
USA,14/8/14,technology,5.46
USA,17/5/02,publishing,8.07
USA,16/5/24,technology,101.86
USA,14/11/04,music,115
USA,12/11/04,publishing,32.2
USA,17/9/13,publishing,0
USA,15/6/03,music,6.22
USA,16/4/18,technology,1086.2
USA,14/12/30,publishing,0.58
USA,14/5/21,film and video,0
USA,13/5/17,publishing,24.75
USA,16/9/30,technology,13.18
USA,13/3/03,music,4.29
USA,15/5/17,technology,0.35
USA,16/1/31,publishing,11.27
USA,11/8/28,technology,386.97
USA,17/7/27,technology,0.5
USA,16/11/15,technology,2.54
USA,17/5/28,music,0
USA,13/1/03,music,129.43
USA,14/12/10,publishing,1
USA,13/1/22,music,103.44
USA,11/9/22,publishing,1.26
USA,11/10/03,music,100.96
USA,16/8/09,music,0
USA,17/6/26,games,3.21
USA,14/7/14,technology,0.43
USA,15/6/08,film and video,146.53
USA,16/7/05,publishing,241
USA,12/12/06,music,112.87
USA,14/3/14,art,100
USA,13/10/10,art,19
USA,15/1/03,technology,0.57
USA,17/9/13,fashion,2.42
USA,15/8/14,art,12.33
USA,16/11/21,design,0
USA,16/5/31,technology,129.8
USA,15/11/25,technology,0.68
USA,16/9/15,music,0.01
USA,15/7/22,publishing,0
USA,11/8/28,music,0
USA,14/5/08,film and video,160
USA,12/7/02,film and video,105.8
USA,16/6/08,technology,32.5
USA,17/8/24,music,0
USA,13/12/12,film and video,150.1
USA,14/9/13,music,3.8
USA,16/5/24,technology,0
USA,13/4/01,music,103.48
USA,14/5/07,theater,109.33
USA,17/6/24,art,381
USA,13/9/10,publishing,30.9
USA,17/6/21,games,5.26
USA,12/12/03,music,0.53
USA,12/11/30,art,0.54
USA,16/5/17,food,0.15
USA,13/1/16,publishing,103.75
USA,14/11/26,film and video,103.03
USA,14/10/03,food,0
USA,14/6/30,technology,102.29
USA,11/12/20,music,118.22
USA,16/12/02,music,0
USA,10/9/20,film and video,3.14
USA,15/11/16,music,100.98
USA,16/11/03,food,46.4
USA,12/3/06,music,0
USA,15/4/19,music,101.51
USA,16/8/16,design,0.52
USA,14/5/31,publishing,0.2
USA,14/7/20,technology,0.75
USA,17/2/23,food,0.11
USA,17/6/04,publishing,0.04
USA,11/11/11,film and video,4.6
USA,12/5/14,music,0
USA,14/12/15,music,100.03
USA,17/5/10,design,0.03
USA,17/7/10,film and video,6.16
USA,17/1/02,publishing,0
USA,10/9/04,music,110.2
USA,13/11/26,publishing,3.68
USA,12/3/26,music,0
USA,11/1/31,music,0.4
USA,16/8/26,music,0.4
USA,17/5/15,dance,110
USA,13/8/14,publishing,0
USA,16/9/12,technology,1.08
USA,16/9/20,fashion,0.2
USA,12/11/06,film and video,3.29
USA,11/11/12,music,0
USA,14/6/29,art,0.77
USA,14/12/09,music,136
USA,14/11/17,technology,0.07
USA,14/11/26,games,7.9
USA,15/10/15,technology,191.03
USA,15/8/26,art,21.67
USA,15/5/19,music,103.72
USA,13/8/27,music,6.8
USA,17/6/08,technology,13.5
USA,15/8/17,design,535.05
USA,13/8/09,design,118.1
USA,16/12/23,fashion,18.03
USA,13/5/02,games,95.4
USA,14/6/27,technology,12.96
USA,11/8/23,art,7.46
USA,15/8/11,publishing,0.59
USA,16/10/04,art,102.5
USA,16/8/23,food,0
USA,15/7/08,art,4.1
USA,14/6/11,film and video,103.45
USA,16/4/28,music,0
USA,11/11/27,music,0
USA,12/4/17,publishing,0.1
USA,17/1/06,games,103.6
USA,12/3/05,games,41.25
USA,16/4/07,technology,14.21
USA,14/7/29,photography,0
USA,15/4/26,publishing,135.29
USA,14/8/27,publishing,1.5
USA,14/10/01,games,4.6
USA,17/1/12,music,0
USA,16/8/22,photography,10
USA,17/6/13,games,107.6
USA,15/11/11,games,123
USA,17/6/22,music,12.32
USA,17/9/08,games,0.38
USA,14/8/09,publishing,100
USA,14/8/05,technology,0.29
USA,11/12/30,publishing,3.33
USA,15/6/04,publishing,0
USA,10/6/13,music,13.71
USA,17/1/30,games,9.89
USA,15/3/10,publishing,0.4
USA,11/5/17,publishing,0
USA,16/11/11,journalism,0
USA,12/12/18,music,101.67
USA,16/11/15,design,295.54
USA,16/9/21,publishing,2.1
USA,11/11/02,publishing,0
USA,17/8/19,games,2.15
USA,11/12/02,art,0.02
USA,13/6/09,music,126.28
USA,14/7/12,music,0
USA,12/5/03,film and video,11.92
USA,16/12/14,games,13.6
USA,13/4/29,music,10.4
USA,16/9/26,technology,6
USA,15/5/05,film and video,0.87
USA,12/8/13,music,10
USA,12/10/02,publishing,3.82
USA,16/5/17,technology,0.49
USA,12/5/03,music,0
USA,14/1/28,technology,15.4
USA,14/9/29,music,100
USA,16/7/20,technology,0.01
USA,16/11/07,fashion,1.17
USA,15/12/23,art,0.57
USA,13/8/30,music,105.7
USA,15/12/02,music,105.07
USA,16/7/11,film and video,104.39
USA,16/2/12,technology,0.01
USA,14/7/22,technology,0.66
USA,15/3/13,technology,4
USA,15/1/27,technology,0.13
USA,10/9/07,film and video,116.68
USA,12/11/26,music,0
USA,17/2/06,comics,0.7
USA,12/1/08,technology,0
USA,14/7/07,film and video,0.42
USA,16/8/09,games,483.26
USA,17/6/06,games,3.87
USA,17/3/21,games,128.48
USA,17/7/29,publishing,0.1
USA,15/5/03,technology,0.1
USA,15/1/13,games,107.28
USA,15/11/03,fashion,0
USA,14/10/01,art,100.33
USA,16/10/11,publishing,0.07
USA,15/9/24,technology,0
USA,14/8/29,technology,0.45
USA,15/3/13,music,118.29
USA,15/11/15,film and video,0
USA,15/12/15,technology,3.26
USA,17/2/07,games,8.88
USA,14/10/04,art,4.06
USA,17/1/24,technology,3.13
USA,14/2/05,publishing,0.18
USA,16/10/17,art,0
USA,14/10/26,film and video,202.75
USA,14/7/02,music,102.77
USA,16/7/02,film and video,0.04
USA,13/7/23,art,6.12
USA,10/7/14,music,111.11
USA,16/8/13,publishing,0.02
USA,13/11/04,technology,5.65
USA,16/5/30,crafts,1.5
USA,14/8/06,technology,0.01
USA,16/3/10,technology,0.34
USA,15/3/03,music,8.44
USA,10/6/17,art,4.23
USA,12/6/20,music,163.73
USA,15/4/18,technology,0.5
USA,17/5/31,fashion,0
USA,14/12/17,technology,0.89
USA,12/3/20,publishing,0
USA,14/10/21,technology,0.05
USA,12/10/26,music,4.27
USA,17/3/09,publishing,0.07
USA,15/7/14,film and video,10.3
USA,15/9/08,publishing,0.12
USA,11/4/17,music,118.58
USA,11/4/15,film and video,106.83
USA,17/1/06,film and video,0.13
USA,14/10/07,publishing,9.23
USA,12/7/01,publishing,4.25
USA,16/1/17,publishing,0.01
USA,17/6/13,film and video,1
USA,17/1/25,fashion,0
USA,17/5/30,games,21.6
USA,14/6/23,technology,108.4
USA,14/3/08,art,37.78
USA,12/11/08,publishing,0
USA,15/7/20,film and video,1
USA,17/2/06,publishing,0
USA,11/3/10,film and video,120
USA,17/3/30,games,26
USA,16/5/30,publishing,0.16
USA,14/4/22,music,186.22
USA,15/2/08,games,0
USA,15/5/19,photography,112.64
USA,17/5/23,journalism,56
USA,17/7/06,publishing,1351.95
USA,14/8/14,technology,0.44
USA,15/6/01,games,125.88
USA,12/8/21,music,104.8
USA,15/5/01,publishing,2.11
USA,15/8/17,food,0.4
USA,12/11/29,publishing,0
USA,17/5/08,games,0
USA,15/8/02,music,0.2
USA,13/9/11,film and video,13.57
USA,17/3/14,technology,155
USA,14/9/28,theater,107.63
USA,13/3/04,publishing,34.22
USA,15/5/25,photography,3.39
USA,12/6/17,music,6.11
USA,12/5/31,music,0.56
USA,17/6/19,games,50
USA,17/1/27,technology,0
USA,14/6/09,music,8.05
USA,15/8/10,film and video,13.6
USA,16/8/28,music,0
USA,16/4/05,film and video,0.29
USA,15/2/23,technology,122.67
USA,16/5/03,journalism,0
USA,15/1/28,technology,0.2
USA,14/8/07,publishing,0
USA,12/6/05,technology,1.78
USA,14/4/14,music,11
USA,13/9/17,music,80.77
USA,12/1/11,publishing,1.7
USA,12/8/19,publishing,746.81
USA,16/1/20,technology,1.24
USA,14/11/22,technology,0.06
USA,16/11/18,comics,85.78
USA,16/8/29,technology,0
USA,12/1/12,music,0.12
USA,15/2/24,photography,0.1
USA,14/9/27,publishing,3.33
USA,14/10/03,journalism,3.66
USA,16/2/17,technology,6.86
USA,13/10/31,music,0
USA,16/10/03,journalism,0
USA,17/5/15,fashion,3.01
USA,16/7/23,fashion,0
USA,16/12/15,photography,0
USA,17/8/01,food,27.47
USA,12/5/22,music,17.09
USA,10/6/22,music,108.37
USA,13/2/28,publishing,22.13
USA,14/5/14,music,8.97
USA,17/4/27,games,18.46
USA,14/5/09,film and video,0
USA,16/12/02,design,2.87
USA,12/10/30,music,100.95
USA,15/5/11,art,0
USA,16/11/22,food,22.12
USA,15/9/25,music,309.08
USA,17/9/06,publishing,2.5
USA,16/2/01,music,15.15
USA,15/8/18,publishing,0
USA,15/1/26,publishing,0.1
USA,16/7/07,fashion,0.2
USA,17/8/02,fashion,3.98
USA,16/12/14,fashion,19.08
USA,14/7/11,film and video,170
USA,15/7/31,art,9.3
USA,15/10/19,film and video,9.38
USA,15/2/13,technology,0
USA,16/8/03,photography,0
USA,12/6/12,music,2
USA,16/5/25,comics,256.8
USA,12/7/18,music,13.33
USA,12/4/23,music,242
USA,13/3/14,music,128.7
USA,13/8/05,games,3.84
USA,17/1/20,theater,5
USA,16/1/07,music,0
USA,10/4/05,music,208.12
USA,16/3/12,publishing,1.2
USA,16/8/21,games,29.73
USA,17/8/13,comics,102.8
USA,16/9/02,publishing,0
USA,13/6/03,publishing,0.16
USA,11/12/29,publishing,1.39
USA,17/6/10,publishing,0
USA,17/2/27,games,0.52
USA,17/3/22,technology,102.16
USA,15/3/24,technology,0
USA,15/2/26,art,0
USA,15/6/02,music,18.98
USA,16/11/18,games,0
USA,17/7/19,film and video,101
USA,15/12/18,food,19.51
USA,12/4/01,music,157.25
USA,17/3/17,technology,1
USA,13/1/26,publishing,6.96
USA,17/8/25,crafts,5
USA,13/11/12,publishing,0
USA,13/12/19,music,10.11
USA,12/11/21,publishing,238
USA,14/11/06,publishing,5.5
USA,16/9/06,games,79.12
USA,14/8/30,publishing,12.75
USA,16/9/22,design,0.05
USA,11/1/18,music,3.95
USA,17/2/15,design,0.32
USA,13/7/25,music,101.99
USA,11/1/28,music,0
USA,16/6/29,food,7
USA,14/9/05,publishing,0.18
USA,15/10/27,technology,2.14
USA,16/3/30,publishing,0.2
USA,15/3/25,art,0
USA,17/1/09,design,6.4
USA,16/3/26,photography,0
USA,17/1/30,music,2.5
USA,14/7/09,publishing,100
USA,14/7/05,music,0
USA,15/3/20,technology,0
USA,14/11/08,games,0.05
USA,12/4/26,music,0.75
USA,17/8/20,publishing,8.5
USA,15/5/12,art,0
USA,17/1/10,technology,0.39
USA,14/3/17,publishing,0
USA,15/9/18,journalism,0
USA,13/4/19,music,8.59
USA,15/3/16,journalism,1
USA,17/5/04,technology,26.11
USA,16/11/22,technology,0.02
USA,17/2/26,fashion,100.6
USA,13/12/26,art,0
USA,14/12/01,photography,0.03
USA,11/9/23,music,0
USA,17/4/17,film and video,0.01
USA,17/7/11,fashion,3.07
USA,15/4/03,music,0
USA,14/6/11,music,28.71
USA,12/2/13,publishing,110
USA,16/5/05,food,114.68
USA,14/2/18,film and video,152.13
USA,15/7/24,music,37.06
USA,12/11/13,art,0
USA,16/5/10,technology,149.67
USA,12/1/01,music,102
USA,14/4/11,music,102.2
USA,12/5/16,publishing,0.25
USA,12/4/18,music,103.21
USA,17/2/07,fashion,2.84
USA,14/11/09,photography,8.67
USA,13/12/07,publishing,10.35
USA,16/3/21,theater,100
USA,12/5/25,publishing,6.72
USA,15/1/27,technology,0
USA,16/10/25,food,2.71
USA,13/10/21,art,8.58
USA,14/7/08,photography,0.52
USA,14/12/11,film and video,0
USA,16/10/22,film and video,100
USA,12/2/12,music,145.5
USA,17/1/25,design,0
USA,16/1/03,theater,100.61
USA,14/3/31,film and video,0.28
USA,15/8/11,art,0.6
USA,16/8/02,design,0
USA,14/7/10,art,100
USA,14/4/07,technology,442.47
USA,17/9/07,publishing,42.86
USA,12/8/21,publishing,1657.35
USA,15/11/25,music,0
USA,15/8/05,publishing,102
USA,14/7/18,art,9.5
USA,12/6/11,music,104.99
USA,14/2/04,music,109.65
USA,13/9/03,music,102.67
USA,15/9/28,film and video,2.13
USA,16/11/22,art,104.11
USA,11/10/16,music,100
USA,14/4/07,technology,0
USA,16/3/25,music,111.93
USA,15/5/12,music,0.03
USA,10/5/26,music,0.5
USA,14/12/16,journalism,12.04
USA,15/2/15,film and video,0
USA,13/2/12,publishing,170.4
USA,11/1/17,music,107.19
USA,14/9/17,publishing,6.67
USA,16/1/21,film and video,15.1
USA,9/9/29,technology,0
USA,13/9/04,publishing,3.5
USA,12/12/31,film and video,0.5
USA,16/8/14,publishing,0.6
USA,15/2/05,music,1.57
USA,16/10/24,fashion,29.15
USA,17/1/24,design,2.07
USA,14/1/14,music,100.32
USA,14/4/21,music,0
USA,15/1/23,photography,0
USA,17/3/09,film and video,2.07
USA,12/10/04,music,0.8
USA,15/7/31,music,0.33
USA,14/6/19,film and video,0.4
USA,16/2/08,film and video,104.7
USA,17/4/10,design,56.04
USA,16/1/27,film and video,0.27
USA,15/1/23,music,0
USA,17/7/01,games,21.3
USA,11/6/18,music,16.33
USA,17/1/13,games,111.57
USA,17/2/13,design,124.82
USA,16/7/18,comics,102.4
USA,12/6/06,music,1.67
USA,16/10/25,design,1.33
USA,13/6/25,publishing,108.33
USA,16/10/29,film and video,0.1
USA,15/4/19,technology,47.4
USA,13/9/17,publishing,29.16
USA,15/10/23,technology,0
USA,16/1/20,publishing,0
USA,11/7/11,music,0
USA,14/1/05,art,0.04
USA,12/12/20,music,1.2
USA,16/10/24,food,0
USA,15/6/12,journalism,0.02
USA,17/1/03,photography,0
USA,16/3/15,technology,33.83
USA,14/7/03,publishing,0
USA,12/10/01,music,100.57
USA,13/8/30,music,131.15
USA,14/10/28,technology,0
USA,11/12/23,music,35.57
USA,14/11/25,journalism,0
USA,15/2/15,publishing,102.76
USA,16/2/26,technology,302.33
USA,15/11/27,art,12.86
USA,11/5/13,film and video,110.3
USA,10/12/09,film and video,0.71
USA,16/5/13,technology,82.58
USA,16/7/04,publishing,0
USA,16/8/12,art,0
USA,16/11/05,technology,0
USA,15/4/16,technology,2.45
USA,14/8/13,technology,0.17
USA,14/7/11,technology,0.22
USA,17/5/11,technology,30.6
USA,15/2/11,art,121.43
USA,15/1/28,film and video,0
USA,14/3/28,music,100
USA,11/6/11,music,9.66
USA,12/7/17,music,108.88
USA,16/3/18,theater,3.47
USA,15/7/23,food,1.53
USA,17/5/01,games,436.71
USA,11/10/13,technology,131.5
USA,16/2/29,publishing,0.3
USA,13/4/08,music,0
USA,15/11/17,technology,28.03
USA,12/1/19,music,100
USA,14/7/14,technology,0.09
USA,14/10/28,technology,0.03
USA,15/1/15,art,0
USA,16/3/09,publishing,41.4
USA,17/9/12,games,29.02
USA,17/3/05,publishing,1.88
USA,13/5/06,music,102.39
USA,15/6/04,technology,6.67
USA,12/4/18,music,141.75
USA,11/4/27,music,9.07
USA,11/3/24,music,105.35
USA,16/8/29,publishing,11.11
USA,14/10/15,technology,1
USA,15/3/26,publishing,1.05
USA,12/9/28,music,150.1
USA,14/8/26,theater,129
USA,14/7/02,games,413
USA,10/8/03,music,119
USA,14/12/01,technology,0.04
USA,16/3/14,photography,1.54
USA,17/3/16,publishing,11.4
USA,11/4/23,music,0
USA,11/12/03,music,116
USA,11/10/20,publishing,0
USA,14/10/09,technology,100.1
USA,16/2/09,technology,100.18
USA,13/10/02,publishing,1.05
USA,14/7/30,photography,0
USA,17/7/14,food,100.07
USA,13/4/30,publishing,0.01
USA,16/8/01,music,30.1
USA,14/4/09,art,12.75
USA,17/1/05,publishing,599.8
USA,13/11/01,publishing,0.17
USA,14/4/01,music,6.83
USA,11/7/19,music,100.45
USA,13/8/08,publishing,113.53
USA,16/6/06,music,120.2
USA,13/3/18,art,1.6
USA,16/9/08,design,51.5
USA,17/1/06,technology,0.1
USA,16/12/20,games,0
USA,16/7/30,film and video,0
USA,13/1/28,art,7.65
USA,16/9/14,theater,0.9
USA,12/6/07,art,33.75
USA,11/7/09,music,167.41
USA,17/2/09,fashion,17.66
USA,16/10/11,technology,0.47
USA,13/12/04,art,0
USA,14/9/30,publishing,8
USA,12/5/22,art,8.08
USA,17/2/01,technology,0.14
USA,15/9/01,publishing,0
USA,13/6/25,music,30.7
USA,13/7/08,film and video,0.21
USA,16/5/17,technology,15.71
USA,16/10/16,games,1111.6
USA,17/5/01,games,3.32
USA,16/5/11,technology,16
USA,17/8/25,film and video,260.29
USA,16/11/22,music,56.2
USA,13/7/03,publishing,1.01
USA,13/3/29,technology,129.42
USA,15/2/07,photography,22.73
USA,16/2/17,theater,0.83
USA,13/8/26,art,15.6
USA,14/8/11,music,100
USA,14/2/15,music,4.94
USA,15/6/15,art,0
USA,16/1/11,publishing,1.14
USA,15/7/30,art,0
USA,12/1/30,art,81.67
USA,11/3/08,music,105.32
USA,17/6/23,design,1050.67
USA,15/8/28,food,0.26
USA,17/5/15,games,85.8
USA,17/8/24,publishing,0
USA,15/12/17,technology,0
USA,13/8/01,music,256.05
USA,17/6/06,technology,2.16
USA,17/2/21,publishing,0
USA,17/3/19,food,5.03
USA,11/9/13,publishing,106.27
USA,15/1/16,technology,19
USA,14/2/18,games,1114.59
USA,17/4/10,fashion,10
USA,15/6/15,publishing,0
USA,15/2/20,food,0
USA,16/6/22,technology,3.25
USA,17/4/25,technology,0
USA,15/12/09,food,0.01
USA,13/2/07,music,105.36
USA,15/8/20,art,0.5
USA,15/6/22,technology,0.06
USA,15/9/10,music,13.4
USA,15/5/08,art,28.33
USA,16/2/09,art,0.15
USA,15/12/02,technology,0.65
USA,12/11/05,art,0.12
USA,11/6/30,music,18.43
USA,12/5/15,art,12.4
USA,11/8/04,art,101
USA,17/5/07,publishing,3.75
USA,15/1/26,publishing,0.22
USA,15/5/29,theater,16.82
USA,12/4/12,publishing,1.85
USA,15/12/07,technology,0
USA,10/10/12,film and video,9.9
USA,14/7/18,music,32
USA,16/1/20,games,1.54
USA,10/9/20,film and video,122.2
USA,13/3/04,music,0
USA,16/9/09,games,174.16
USA,12/11/09,music,108.3
USA,16/7/08,fashion,0.02
USA,12/11/12,music,0
USA,14/1/10,publishing,0
USA,14/7/09,publishing,0
USA,12/5/31,publishing,114.17
USA,15/11/04,music,0
USA,15/2/17,music,0
USA,13/7/01,art,0.29
USA,15/4/24,music,0.01
USA,13/8/20,publishing,0.03
USA,15/9/09,music,100.33
USA,15/6/01,publishing,246.04
USA,15/3/16,music,6.5
USA,14/9/07,music,0
USA,13/6/19,film and video,1.39
USA,15/7/07,fashion,15.38
USA,12/3/08,publishing,17
USA,16/7/27,technology,0
USA,13/7/20,music,12.78
USA,12/6/07,music,8.46
USA,15/6/10,music,100
USA,15/10/05,music,102
USA,12/8/10,music,114.2
USA,15/5/16,publishing,1.93
USA,15/2/09,publishing,10.1
USA,15/2/05,games,5.28
USA,14/8/28,music,100
USA,14/7/28,technology,0.47
USA,13/3/01,music,7.3
USA,14/11/10,technology,3.22
USA,17/9/03,technology,0
USA,17/8/14,games,0.4
USA,12/12/19,art,2.85
USA,17/3/10,technology,0.27
USA,16/1/20,fashion,11.11
USA,13/8/06,publishing,101.4
USA,14/12/25,publishing,0.77
USA,17/6/17,music,0.54
USA,11/5/11,publishing,102.95
USA,15/6/11,food,0
USA,14/8/21,publishing,290.69
USA,12/9/18,publishing,107.24
USA,13/9/07,technology,35.42
USA,15/5/30,art,100.08
USA,12/5/07,publishing,0.02
USA,16/5/02,music,0.02
USA,14/7/05,music,0.75
USA,15/10/29,photography,56.33
USA,11/10/12,music,108.1
USA,14/9/24,publishing,12.52
USA,12/6/06,music,0.67
USA,16/1/27,film and video,107.78
USA,15/8/20,technology,0
USA,16/9/11,music,0.1
USA,12/2/01,music,0.35
USA,16/1/12,publishing,0.02
USA,17/5/22,film and video,24.4
USA,16/2/19,theater,128.92
USA,16/4/12,technology,0.09
USA,15/4/01,photography,109.85
USA,12/5/03,art,2.8
USA,17/1/30,music,17
USA,17/7/29,music,3.12
USA,17/7/31,food,0.08
USA,14/8/04,music,150.52
USA,12/8/27,music,26.34
USA,17/9/09,art,30.61
USA,10/9/15,music,0
USA,14/8/08,music,101.62
USA,14/5/22,publishing,6.5
USA,17/3/22,film and video,0
USA,14/6/25,technology,134.14
USA,16/6/20,technology,0
USA,15/2/02,music,3.33
USA,14/8/02,film and video,0
USA,16/6/09,technology,1666.9
USA,14/5/13,technology,0.35
USA,16/1/17,photography,3.31
USA,17/9/01,fashion,0
USA,12/12/14,technology,2.03
USA,16/7/13,art,0
USA,12/4/30,music,7.9
USA,11/4/01,art,127.27
USA,13/11/01,games,111.24
USA,14/8/29,technology,0.6
USA,15/4/02,art,0.03
USA,11/11/02,technology,8.49
USA,14/11/07,music,163
USA,14/11/13,art,0.08
USA,13/10/31,publishing,1.55
USA,14/4/21,publishing,2.4
USA,15/3/17,technology,0
USA,15/8/11,publishing,26.68
USA,12/9/18,games,38.56
USA,14/6/06,publishing,108.96
USA,14/12/20,art,0.52
USA,15/6/07,film and video,102.33
USA,16/6/24,film and video,0
USA,16/12/27,technology,0.2
USA,16/8/10,publishing,0.18
USA,16/9/23,publishing,0.01
USA,10/8/24,music,106.52
USA,15/1/30,food,0
USA,13/6/11,art,0.96
USA,15/8/28,art,1.05
USA,15/5/28,film and video,1.81
USA,16/9/14,games,103.72
USA,12/9/21,music,0
USA,16/4/26,music,100.5
USA,12/7/15,art,17.4
USA,15/9/18,technology,0
USA,17/6/18,publishing,219.82
